New_Customer_ID,Email,Cluster_S1,Cluster_S2
57171,Susan85@gmail.com,Cluster 3,Cluster 1
10641,Albert15@gmail.com,Cluster 3,Cluster 1
32151,Jacob48@gmail.com,Cluster 3,Cluster 1
25980,Drew35@gmail.com,Cluster 4,Cluster 1
41627,Lauren72@gmail.com,Cluster 3,Cluster 1
27405,Erica19@gmail.com,Cluster 4,Cluster 1
54620,Shane94@gmail.com,Cluster 3,Cluster 1
58094,Taylor49@gmail.com,Cluster 3,Cluster 1
24597,Derek22@gmail.com,Cluster 3,Cluster 1
46842,Michele34@gmail.com,Cluster 3,Cluster 1
57334,Sydney66@gmail.com,Cluster 3,Cluster 1
35776,Joel21@gmail.com,Cluster 3,Cluster 1
36362,Jonathon84@gmail.com,Cluster 3,Cluster 1
24558,Dennis77@gmail.com,Cluster 3,Cluster 1
59927,Travis66@gmail.com,Cluster 3,Cluster 1
40858,Krystal38@gmail.com,Cluster 3,Cluster 1
45708,Maxwell49@gmail.com,Cluster 3,Cluster 1
61644,Wendy68@gmail.com,Cluster 3,Cluster 1
49566,Patrick4@gmail.com,Cluster 4,Cluster 1
15544,Blake9@gmail.com,Cluster 3,Cluster 1
61855,Whitney90@gmail.com,Cluster 3,Cluster 1
16654,Brett7@gmail.com,Cluster 3,Cluster 1
11560,Alicia62@gmail.com,Cluster 3,Cluster 1
57260,Suzanne7@gmail.com,Cluster 3,Cluster 1
40269,Kristen53@gmail.com,Cluster 3,Cluster 1
10276,Adam82@gmail.com,Cluster 4,Cluster 1
20418,Christina95@gmail.com,Cluster 3,Cluster 1
28845,Gabriel85@gmail.com,Cluster 3,Cluster 1
43198,Luis38@gmail.com,Cluster 4,Cluster 1
38849,Kayla10@gmail.com,Cluster 3,Cluster 1
50624,Rachel4@gmail.com,Cluster 3,Cluster 1
54768,Shari82@gmail.com,Cluster 3,Cluster 1
33149,Jasmine91@gmail.com,Cluster 3,Cluster 1
19734,Chelsea14@gmail.com,Cluster 3,Cluster 1
59651,Tracey95@gmail.com,Cluster 3,Cluster 1
30193,Gregory20@gmail.com,Cluster 3,Cluster 1
29764,Glenn14@gmail.com,Cluster 3,Cluster 1
13278,Anna39@gmail.com,Cluster 4,Cluster 1
25775,Doris62@gmail.com,Cluster 3,Cluster 1
48704,Nicole6@gmail.com,Cluster 3,Cluster 1
22063,Craig100@gmail.com,Cluster 3,Cluster 1
38674,Katie25@gmail.com,Cluster 3,Cluster 1
40766,Kristy19@gmail.com,Cluster 3,Cluster 1
48597,Nichole95@gmail.com,Cluster 3,Cluster 1
47158,Mike17@gmail.com,Cluster 3,Cluster 1
40243,Kristen2@gmail.com,Cluster 4,Cluster 1
23843,Dawn36@gmail.com,Cluster 4,Cluster 1
40776,Kristy30@gmail.com,Cluster 3,Cluster 1
61174,Vincent87@gmail.com,Cluster 3,Cluster 1
37888,Karen23@gmail.com,Cluster 3,Cluster 1
27728,Erin48@gmail.com,Cluster 4,Cluster 1
31338,Holly67@gmail.com,Cluster 4,Cluster 1
59402,Tony36@gmail.com,Cluster 3,Cluster 1
42336,Linda46@gmail.com,Cluster 3,Cluster 1
28616,Frank8@gmail.com,Cluster 3,Cluster 1
28974,Gabrielle36@gmail.com,Cluster 4,Cluster 1
42144,Leroy63@gmail.com,Cluster 3,Cluster 1
36447,Jordan83@gmail.com,Cluster 3,Cluster 1
11419,Alfred49@gmail.com,Cluster 3,Cluster 1
35169,Jo48@gmail.com,Cluster 4,Cluster 1
29184,Gary28@gmail.com,Cluster 4,Cluster 1
54007,Sarah40@gmail.com,Cluster 3,Cluster 1
62090,Xavier31@gmail.com,Cluster 4,Cluster 1
27332,Eric43@gmail.com,Cluster 3,Cluster 1
58578,Theresa67@gmail.com,Cluster 4,Cluster 1
23546,Darren61@gmail.com,Cluster 3,Cluster 1
39894,Kim54@gmail.com,Cluster 3,Cluster 1
56856,Steve94@gmail.com,Cluster 4,Cluster 1
59053,Tina80@gmail.com,Cluster 3,Cluster 1
28908,Gabriela97@gmail.com,Cluster 3,Cluster 1
57644,Tammie63@gmail.com,Cluster 4,Cluster 1
19285,Cathy54@gmail.com,Cluster 4,Cluster 1
56425,Stacy69@gmail.com,Cluster 4,Cluster 1
58595,Theresa82@gmail.com,Cluster 3,Cluster 1
27481,Erica88@gmail.com,Cluster 3,Cluster 1
49474,Patricia57@gmail.com,Cluster 3,Cluster 1
28447,Francis9@gmail.com,Cluster 3,Cluster 1
46447,Mercedes73@gmail.com,Cluster 3,Cluster 1
41763,Lawrence17@gmail.com,Cluster 4,Cluster 1
34817,Jesus85@gmail.com,Cluster 3,Cluster 1
19311,Cathy80@gmail.com,Cluster 3,Cluster 1
17603,Caitlin51@gmail.com,Cluster 4,Cluster 1
40982,Kyle19@gmail.com,Cluster 3,Cluster 1
47809,Monique8@gmail.com,Cluster 3,Cluster 1
28300,Fernando1@gmail.com,Cluster 4,Cluster 1
40912,Kurt100@gmail.com,Cluster 3,Cluster 1
41920,Leah79@gmail.com,Cluster 3,Cluster 1
56877,Steven24@gmail.com,Cluster 3,Cluster 1
49671,Paul18@gmail.com,Cluster 4,Cluster 1
52522,Rodney24@gmail.com,Cluster 3,Cluster 1
44783,Marissa18@gmail.com,Cluster 3,Cluster 1
36101,Johnny72@gmail.com,Cluster 3,Cluster 1
48834,Noah81@gmail.com,Cluster 3,Cluster 1
12265,Amber91@gmail.com,Cluster 3,Cluster 1
48202,Natasha9@gmail.com,Cluster 3,Cluster 1
56693,Stephen24@gmail.com,Cluster 4,Cluster 1
16006,Brandi45@gmail.com,Cluster 3,Cluster 1
21470,Colleen69@gmail.com,Cluster 3,Cluster 1
41636,Lauren80@gmail.com,Cluster 3,Cluster 1
16535,Brent57@gmail.com,Cluster 3,Cluster 1
37216,Judy54@gmail.com,Cluster 3,Cluster 1
61043,Victoria54@gmail.com,Cluster 4,Cluster 1
17567,Caitlin18@gmail.com,Cluster 4,Cluster 1
27703,Erin25@gmail.com,Cluster 3,Cluster 1
52573,Rodney74@gmail.com,Cluster 4,Cluster 1
46231,Melissa20@gmail.com,Cluster 4,Cluster 1
11377,Alexis80@gmail.com,Cluster 4,Cluster 1
56770,Stephen94@gmail.com,Cluster 4,Cluster 1
33190,Jason38@gmail.com,Cluster 4,Cluster 1
22454,Cynthia37@gmail.com,Cluster 3,Cluster 1
33675,Jeffery11@gmail.com,Cluster 3,Cluster 1
14499,Barbara100@gmail.com,Cluster 4,Cluster 1
53045,Roy97@gmail.com,Cluster 3,Cluster 1
50278,Phillip23@gmail.com,Cluster 3,Cluster 1
39240,Kelly45@gmail.com,Cluster 3,Cluster 1
53091,Ruben67@gmail.com,Cluster 3,Cluster 1
58617,Thomas11@gmail.com,Cluster 3,Cluster 1
61768,Wesley96@gmail.com,Cluster 3,Cluster 1
54108,Savannah57@gmail.com,Cluster 3,Cluster 1
44798,Marissa31@gmail.com,Cluster 3,Cluster 1
34920,Jill89@gmail.com,Cluster 3,Cluster 1
31992,Jackie57@gmail.com,Cluster 3,Cluster 1
56037,Sonya48@gmail.com,Cluster 3,Cluster 1
58983,Tina17@gmail.com,Cluster 3,Cluster 1
51972,Ricky37@gmail.com,Cluster 3,Cluster 1
18513,Carol43@gmail.com,Cluster 4,Cluster 1
53458,Sabrina7@gmail.com,Cluster 4,Cluster 1
51947,Ricky12@gmail.com,Cluster 4,Cluster 1
57088,Susan100@gmail.com,Cluster 4,Cluster 1
31110,Helen48@gmail.com,Cluster 3,Cluster 1
14409,Autumn62@gmail.com,Cluster 3,Cluster 1
60286,Tyler3@gmail.com,Cluster 3,Cluster 1
18861,Casey13@gmail.com,Cluster 4,Cluster 1
16660,Brett85@gmail.com,Cluster 3,Cluster 1
12079,Amanda13@gmail.com,Cluster 4,Cluster 1
56731,Stephen59@gmail.com,Cluster 4,Cluster 1
12834,Angel73@gmail.com,Cluster 3,Cluster 1
59948,Travis85@gmail.com,Cluster 3,Cluster 1
54056,Sarah85@gmail.com,Cluster 4,Cluster 1
29909,Gloria90@gmail.com,Cluster 4,Cluster 1
59497,Tonya32@gmail.com,Cluster 3,Cluster 1
45437,Matthew28@gmail.com,Cluster 4,Cluster 1
10927,Alex49@gmail.com,Cluster 4,Cluster 1
17828,Calvin48@gmail.com,Cluster 4,Cluster 1
47604,Molly74@gmail.com,Cluster 3,Cluster 1
29312,Geoffrey12@gmail.com,Cluster 3,Cluster 1
41622,Lauren68@gmail.com,Cluster 3,Cluster 1
12882,Angela31@gmail.com,Cluster 3,Cluster 1
56983,Stuart76@gmail.com,Cluster 3,Cluster 1
22452,Cynthia35@gmail.com,Cluster 3,Cluster 1
41899,Leah58@gmail.com,Cluster 4,Cluster 1
13613,Anthony88@gmail.com,Cluster 4,Cluster 1
54677,Shannon55@gmail.com,Cluster 4,Cluster 1
29402,George46@gmail.com,Cluster 4,Cluster 1
11657,Alison17@gmail.com,Cluster 3,Cluster 1
10226,Adam37@gmail.com,Cluster 4,Cluster 1
41160,Lacey75@gmail.com,Cluster 3,Cluster 1
27144,Emily41@gmail.com,Cluster 4,Cluster 1
59767,Tracy11@gmail.com,Cluster 4,Cluster 1
53949,Sara79@gmail.com,Cluster 3,Cluster 1
43849,Mandy23@gmail.com,Cluster 3,Cluster 1
51316,Regina16@gmail.com,Cluster 3,Cluster 1
25157,Diana37@gmail.com,Cluster 3,Cluster 1
33471,Jeanette19@gmail.com,Cluster 3,Cluster 1
42434,Lindsay47@gmail.com,Cluster 3,Cluster 1
15852,Bradley25@gmail.com,Cluster 3,Cluster 1
49526,Patrick13@gmail.com,Cluster 4,Cluster 1
38202,Katelyn36@gmail.com,Cluster 3,Cluster 1
51791,Richard29@gmail.com,Cluster 4,Cluster 1
41861,Leah22@gmail.com,Cluster 4,Cluster 1
19964,Cheryl9@gmail.com,Cluster 3,Cluster 1
38372,Kathleen21@gmail.com,Cluster 3,Cluster 1
20503,Christine81@gmail.com,Cluster 3,Cluster 1
29742,Glenda52@gmail.com,Cluster 3,Cluster 1
24562,Dennis80@gmail.com,Cluster 3,Cluster 1
23503,Darren16@gmail.com,Cluster 3,Cluster 1
18606,Caroline40@gmail.com,Cluster 4,Cluster 1
54404,Sergio33@gmail.com,Cluster 4,Cluster 1
59695,Traci54@gmail.com,Cluster 3,Cluster 1
61307,Walter3@gmail.com,Cluster 3,Cluster 1
44573,Marie87@gmail.com,Cluster 3,Cluster 1
49371,Pamela92@gmail.com,Cluster 3,Cluster 1
56759,Stephen84@gmail.com,Cluster 4,Cluster 1
40435,Kristin13@gmail.com,Cluster 4,Cluster 1
48742,Nina27@gmail.com,Cluster 3,Cluster 1
39402,Kendra16@gmail.com,Cluster 3,Cluster 1
50364,Phyllis15@gmail.com,Cluster 3,Cluster 1
55628,Sherri59@gmail.com,Cluster 3,Cluster 1
13717,Antonio92@gmail.com,Cluster 3,Cluster 1
20318,Christie88@gmail.com,Cluster 4,Cluster 1
53318,Ryan39@gmail.com,Cluster 3,Cluster 1
31168,Henry26@gmail.com,Cluster 3,Cluster 1
45710,Maxwell51@gmail.com,Cluster 3,Cluster 1
48191,Natasha88@gmail.com,Cluster 4,Cluster 1
36745,Joseph94@gmail.com,Cluster 4,Cluster 1
19963,Cheryl99@gmail.com,Cluster 3,Cluster 1
22469,Cynthia50@gmail.com,Cluster 4,Cluster 1
54926,Shaun78@gmail.com,Cluster 4,Cluster 1
14572,Barbara76@gmail.com,Cluster 3,Cluster 1
60383,Tyrone50@gmail.com,Cluster 3,Cluster 1
10640,Albert14@gmail.com,Cluster 4,Cluster 1
57489,Tamara25@gmail.com,Cluster 4,Cluster 1
36174,Jon57@gmail.com,Cluster 4,Cluster 1
33625,Jeff52@gmail.com,Cluster 3,Cluster 1
22311,Crystal85@gmail.com,Cluster 3,Cluster 1
52394,Robin31@gmail.com,Cluster 3,Cluster 1
55168,Sheila62@gmail.com,Cluster 3,Cluster 1
38441,Kathleen84@gmail.com,Cluster 3,Cluster 1
41426,Latoya58@gmail.com,Cluster 3,Cluster 1
54146,Scott10@gmail.com,Cluster 4,Cluster 1
54525,Seth96@gmail.com,Cluster 3,Cluster 1
58765,Tiffany55@gmail.com,Cluster 3,Cluster 1
29201,Gary43@gmail.com,Cluster 4,Cluster 1
35684,Joe14@gmail.com,Cluster 4,Cluster 1
23399,Darlene86@gmail.com,Cluster 4,Cluster 1
43449,Lynn72@gmail.com,Cluster 3,Cluster 1
23436,Darrell34@gmail.com,Cluster 3,Cluster 1
53154,Russell51@gmail.com,Cluster 3,Cluster 1
13276,Anna37@gmail.com,Cluster 3,Cluster 1
44204,Marcus82@gmail.com,Cluster 3,Cluster 1
22082,Craig27@gmail.com,Cluster 3,Cluster 1
19360,Chad11@gmail.com,Cluster 4,Cluster 1
39882,Kim43@gmail.com,Cluster 3,Cluster 1
33111,Jasmine57@gmail.com,Cluster 3,Cluster 1
58793,Tiffany80@gmail.com,Cluster 4,Cluster 1
42676,Lisa88@gmail.com,Cluster 3,Cluster 1
54566,Shane42@gmail.com,Cluster 4,Cluster 1
53701,Samuel77@gmail.com,Cluster 4,Cluster 1
38520,Kathryn65@gmail.com,Cluster 4,Cluster 1
16117,Brandon5@gmail.com,Cluster 4,Cluster 1
49123,Oscar66@gmail.com,Cluster 3,Cluster 1
11509,Alicia13@gmail.com,Cluster 3,Cluster 1
24414,Denise37@gmail.com,Cluster 3,Cluster 1
35607,Jodi98@gmail.com,Cluster 4,Cluster 1
48461,Nicholas38@gmail.com,Cluster 4,Cluster 1
32995,Jared76@gmail.com,Cluster 3,Cluster 1
30538,Hannah34@gmail.com,Cluster 3,Cluster 1
31622,Isaac2@gmail.com,Cluster 3,Cluster 1
52638,Roger44@gmail.com,Cluster 4,Cluster 1
25511,Don19@gmail.com,Cluster 4,Cluster 1
47976,Nancy67@gmail.com,Cluster 4,Cluster 1
17105,Brittany81@gmail.com,Cluster 3,Cluster 1
22065,Craig11@gmail.com,Cluster 4,Cluster 1
30267,Gregory88@gmail.com,Cluster 3,Cluster 1
49501,Patricia81@gmail.com,Cluster 4,Cluster 1
12213,Amber44@gmail.com,Cluster 3,Cluster 1
43935,Manuel76@gmail.com,Cluster 3,Cluster 1
14500,Barbara10@gmail.com,Cluster 3,Cluster 1
26928,Elijah68@gmail.com,Cluster 4,Cluster 1
38317,Katherine62@gmail.com,Cluster 3,Cluster 1
43413,Lynn37@gmail.com,Cluster 3,Cluster 1
50909,Randy72@gmail.com,Cluster 3,Cluster 1
62031,Willie83@gmail.com,Cluster 3,Cluster 1
10103,Abigail12@gmail.com,Cluster 3,Cluster 1
57643,Tammie60@gmail.com,Cluster 4,Cluster 1
30872,Heather4@gmail.com,Cluster 3,Cluster 1
32631,Jamie68@gmail.com,Cluster 3,Cluster 1
13018,Angelica81@gmail.com,Cluster 4,Cluster 1
45873,Megan47@gmail.com,Cluster 4,Cluster 1
26483,Eddie91@gmail.com,Cluster 3,Cluster 1
39909,Kim68@gmail.com,Cluster 3,Cluster 1
27724,Erin44@gmail.com,Cluster 3,Cluster 1
59592,Tracey34@gmail.com,Cluster 3,Cluster 1
25561,Donald18@gmail.com,Cluster 3,Cluster 1
34254,Jeremy38@gmail.com,Cluster 3,Cluster 1
24906,Destiny69@gmail.com,Cluster 3,Cluster 1
50897,Randy61@gmail.com,Cluster 3,Cluster 1
12160,Amanda87@gmail.com,Cluster 4,Cluster 1
34820,Jesus88@gmail.com,Cluster 3,Cluster 1
25615,Donald67@gmail.com,Cluster 3,Cluster 1
55910,Sierra21@gmail.com,Cluster 3,Cluster 1
11200,Alexandra69@gmail.com,Cluster 4,Cluster 1
27378,Eric85@gmail.com,Cluster 3,Cluster 1
25565,Donald21@gmail.com,Cluster 3,Cluster 1
51543,Renee61@gmail.com,Cluster 4,Cluster 1
62431,Zachary58@gmail.com,Cluster 4,Cluster 1
24360,Debra79@gmail.com,Cluster 4,Cluster 1
55367,Shelley41@gmail.com,Cluster 3,Cluster 1
47199,Mike57@gmail.com,Cluster 3,Cluster 1
40726,Kristopher49@gmail.com,Cluster 3,Cluster 1
22072,Craig18@gmail.com,Cluster 3,Cluster 1
41724,Laurie6@gmail.com,Cluster 3,Cluster 1
18187,Carla30@gmail.com,Cluster 3,Cluster 1
53395,Sabrina19@gmail.com,Cluster 3,Cluster 1
32136,Jacob34@gmail.com,Cluster 3,Cluster 1
44707,Mario70@gmail.com,Cluster 4,Cluster 1
31786,Isaiah28@gmail.com,Cluster 4,Cluster 1
25059,Devon70@gmail.com,Cluster 4,Cluster 1
11424,Alfred59@gmail.com,Cluster 3,Cluster 1
30997,Heidi11@gmail.com,Cluster 3,Cluster 1
40474,Kristin49@gmail.com,Cluster 1,Cluster 2
46406,Melvin6@gmail.com,Cluster 3,Cluster 1
43956,Manuel97@gmail.com,Cluster 3,Cluster 1
57809,Tanner85@gmail.com,Cluster 4,Cluster 1
49284,Pamela13@gmail.com,Cluster 3,Cluster 1
37875,Karen11@gmail.com,Cluster 3,Cluster 1
43896,Manuel30@gmail.com,Cluster 3,Cluster 1
29888,Gloria69@gmail.com,Cluster 3,Cluster 1
50072,Peter14@gmail.com,Cluster 3,Cluster 1
44876,Mark18@gmail.com,Cluster 3,Cluster 1
45230,Mary33@gmail.com,Cluster 3,Cluster 1
22085,Craig2@gmail.com,Cluster 3,Cluster 1
14359,Austin89@gmail.com,Cluster 4,Cluster 1
28729,Frederick46@gmail.com,Cluster 4,Cluster 1
61736,Wesley63@gmail.com,Cluster 3,Cluster 1
60174,Troy27@gmail.com,Cluster 3,Cluster 1
41638,Lauren82@gmail.com,Cluster 3,Cluster 1
24478,Denise95@gmail.com,Cluster 3,Cluster 1
61750,Wesley78@gmail.com,Cluster 3,Cluster 1
38510,Kathryn56@gmail.com,Cluster 3,Cluster 1
18884,Casey39@gmail.com,Cluster 3,Cluster 1
11891,Allison58@gmail.com,Cluster 3,Cluster 1
19433,Chad79@gmail.com,Cluster 3,Cluster 1
40371,Kristi74@gmail.com,Cluster 3,Cluster 1
29519,Gerald67@gmail.com,Cluster 3,Cluster 1
28680,Fred76@gmail.com,Cluster 3,Cluster 1
42888,Lori43@gmail.com,Cluster 4,Cluster 1
14238,Audrey69@gmail.com,Cluster 3,Cluster 1
51412,Reginald17@gmail.com,Cluster 3,Cluster 1
40899,Krystal85@gmail.com,Cluster 4,Cluster 1
47331,Miranda70@gmail.com,Cluster 4,Cluster 2
43678,Madison79@gmail.com,Cluster 3,Cluster 1
10659,Albert35@gmail.com,Cluster 3,Cluster 1
26295,Dylan61@gmail.com,Cluster 3,Cluster 1
30869,Heather47@gmail.com,Cluster 4,Cluster 1
13166,Ann28@gmail.com,Cluster 4,Cluster 1
51856,Richard88@gmail.com,Cluster 3,Cluster 1
54967,Shawn35@gmail.com,Cluster 3,Cluster 1
51127,Raymond90@gmail.com,Cluster 3,Cluster 1
61267,Virginia92@gmail.com,Cluster 3,Cluster 1
28434,Francis70@gmail.com,Cluster 3,Cluster 1
14352,Austin82@gmail.com,Cluster 3,Cluster 1
35647,Jody55@gmail.com,Cluster 4,Cluster 1
56853,Steve91@gmail.com,Cluster 3,Cluster 1
38889,Kayla47@gmail.com,Cluster 4,Cluster 1
37382,Julian3@gmail.com,Cluster 3,Cluster 1
50917,Randy7@gmail.com,Cluster 1,Cluster 2
27641,Erika58@gmail.com,Cluster 3,Cluster 1
24635,Derek59@gmail.com,Cluster 3,Cluster 2
44999,Martha45@gmail.com,Cluster 3,Cluster 1
10001,Aaron10@gmail.com,Cluster 3,Cluster 1
10165,Abigail6@gmail.com,Cluster 4,Cluster 1
15508,Blake60@gmail.com,Cluster 3,Cluster 1
40710,Kristopher21@gmail.com,Cluster 3,Cluster 1
17563,Caitlin14@gmail.com,Cluster 1,Cluster 2
20754,Cindy40@gmail.com,Cluster 3,Cluster 1
38490,Kathryn38@gmail.com,Cluster 3,Cluster 1
60302,Tyler54@gmail.com,Cluster 3,Cluster 1
42374,Linda80@gmail.com,Cluster 4,Cluster 1
20343,Christina27@gmail.com,Cluster 3,Cluster 1
27109,Emily100@gmail.com,Cluster 3,Cluster 1
13433,Anne97@gmail.com,Cluster 3,Cluster 2
45074,Martin32@gmail.com,Cluster 3,Cluster 1
59778,Tracy21@gmail.com,Cluster 3,Cluster 1
17569,Caitlin1@gmail.com,Cluster 3,Cluster 1
33863,Jeffrey95@gmail.com,Cluster 3,Cluster 1
21894,Cory31@gmail.com,Cluster 3,Cluster 1
28824,Gabriel64@gmail.com,Cluster 3,Cluster 1
45895,Megan67@gmail.com,Cluster 3,Cluster 1
41534,Laura79@gmail.com,Cluster 3,Cluster 1
47938,Nancy32@gmail.com,Cluster 3,Cluster 1
61725,Wesley53@gmail.com,Cluster 3,Cluster 1
36230,Jonathan22@gmail.com,Cluster 3,Cluster 1
35288,Joann43@gmail.com,Cluster 3,Cluster 1
43108,Lucas35@gmail.com,Cluster 1,Cluster 2
50367,Phyllis20@gmail.com,Cluster 4,Cluster 1
53667,Samuel46@gmail.com,Cluster 3,Cluster 1
49937,Peggy75@gmail.com,Cluster 3,Cluster 1
47693,Monica66@gmail.com,Cluster 3,Cluster 1
11101,Alexander6@gmail.com,Cluster 3,Cluster 1
26577,Eduardo71@gmail.com,Cluster 4,Cluster 1
29589,Gina15@gmail.com,Cluster 3,Cluster 2
27329,Eric40@gmail.com,Cluster 3,Cluster 1
52703,Ronald15@gmail.com,Cluster 4,Cluster 1
18535,Carol63@gmail.com,Cluster 3,Cluster 1
34570,Jesse37@gmail.com,Cluster 4,Cluster 1
43209,Luis48@gmail.com,Cluster 3,Cluster 1
39555,Kenneth77@gmail.com,Cluster 3,Cluster 1
60256,Tyler12@gmail.com,Cluster 3,Cluster 1
21764,Connor87@gmail.com,Cluster 3,Cluster 1
60564,Vanessa56@gmail.com,Cluster 4,Cluster 1
26768,Edwin86@gmail.com,Cluster 3,Cluster 1
43016,Louis32@gmail.com,Cluster 3,Cluster 1
33857,Jeffrey8@gmail.com,Cluster 3,Cluster 1
47490,Mitchell51@gmail.com,Cluster 3,Cluster 1
37446,Julie26@gmail.com,Cluster 4,Cluster 1
41889,Leah49@gmail.com,Cluster 3,Cluster 1
54270,Sean32@gmail.com,Cluster 3,Cluster 1
49186,Paige47@gmail.com,Cluster 3,Cluster 1
17826,Calvin46@gmail.com,Cluster 3,Cluster 1
61257,Virginia80@gmail.com,Cluster 3,Cluster 1
28474,Francisco38@gmail.com,Cluster 4,Cluster 1
59766,Tracy10@gmail.com,Cluster 3,Cluster 1
13322,Anna79@gmail.com,Cluster 3,Cluster 1
25912,Douglas53@gmail.com,Cluster 4,Cluster 1
18542,Carol6@gmail.com,Cluster 3,Cluster 1
25913,Douglas54@gmail.com,Cluster 3,Cluster 1
38944,Kayla98@gmail.com,Cluster 3,Cluster 1
20455,Christine38@gmail.com,Cluster 4,Cluster 1
40483,Kristin57@gmail.com,Cluster 3,Cluster 1
31894,Jack33@gmail.com,Cluster 3,Cluster 1
61765,Wesley93@gmail.com,Cluster 3,Cluster 1
54254,Sean18@gmail.com,Cluster 3,Cluster 1
48940,Olivia23@gmail.com,Cluster 3,Cluster 1
43157,Lucas90@gmail.com,Cluster 3,Cluster 1
36610,Jose62@gmail.com,Cluster 3,Cluster 1
32345,Jade86@gmail.com,Cluster 3,Cluster 1
29399,George43@gmail.com,Cluster 3,Cluster 1
56472,Stanley29@gmail.com,Cluster 3,Cluster 1
56414,Stacy59@gmail.com,Cluster 4,Cluster 1
12645,Andres38@gmail.com,Cluster 3,Cluster 1
40872,Krystal54@gmail.com,Cluster 3,Cluster 1
11577,Alicia78@gmail.com,Cluster 3,Cluster 1
19171,Catherine36@gmail.com,Cluster 4,Cluster 1
37974,Kari10@gmail.com,Cluster 4,Cluster 1
48541,Nichole25@gmail.com,Cluster 4,Cluster 1
54974,Shawn41@gmail.com,Cluster 3,Cluster 1
36534,Jorge81@gmail.com,Cluster 3,Cluster 1
33732,Jeffery66@gmail.com,Cluster 4,Cluster 1
53118,Russell16@gmail.com,Cluster 4,Cluster 1
34696,Jessica60@gmail.com,Cluster 3,Cluster 1
14858,Benjamin62@gmail.com,Cluster 3,Cluster 1
42719,Logan40@gmail.com,Cluster 4,Cluster 1
18849,Carrie91@gmail.com,Cluster 3,Cluster 1
16325,Breanna99@gmail.com,Cluster 4,Cluster 1
48956,Olivia39@gmail.com,Cluster 4,Cluster 1
60296,Tyler49@gmail.com,Cluster 4,Cluster 1
36450,Jordan87@gmail.com,Cluster 3,Cluster 1
46050,Melanie35@gmail.com,Cluster 3,Cluster 1
60593,Vanessa82@gmail.com,Cluster 3,Cluster 1
40111,Kirsten48@gmail.com,Cluster 4,Cluster 1
42102,Leonard71@gmail.com,Cluster 4,Cluster 1
36341,Jonathon46@gmail.com,Cluster 3,Cluster 1
34846,Jill21@gmail.com,Cluster 3,Cluster 1
24541,Dennis61@gmail.com,Cluster 3,Cluster 1
40978,Kyle15@gmail.com,Cluster 3,Cluster 1
15205,Beverly30@gmail.com,Cluster 4,Cluster 1
10105,Abigail14@gmail.com,Cluster 3,Cluster 1
58098,Taylor52@gmail.com,Cluster 3,Cluster 1
49543,Patrick29@gmail.com,Cluster 3,Cluster 1
10814,Alejandro100@gmail.com,Cluster 3,Cluster 1
17832,Calvin51@gmail.com,Cluster 3,Cluster 1
41606,Lauren53@gmail.com,Cluster 3,Cluster 1
13376,Anne41@gmail.com,Cluster 4,Cluster 1
21318,Cole57@gmail.com,Cluster 3,Cluster 1
42694,Logan14@gmail.com,Cluster 4,Cluster 1
12370,Amy96@gmail.com,Cluster 3,Cluster 1
56196,Spencer60@gmail.com,Cluster 3,Cluster 1
61597,Wendy25@gmail.com,Cluster 4,Cluster 1
39579,Kenneth99@gmail.com,Cluster 4,Cluster 1
41242,Lance90@gmail.com,Cluster 4,Cluster 1
29844,Gloria20@gmail.com,Cluster 4,Cluster 1
43794,Mallory32@gmail.com,Cluster 4,Cluster 1
48464,Nicholas40@gmail.com,Cluster 3,Cluster 1
59040,Tina69@gmail.com,Cluster 3,Cluster 1
50023,Penny86@gmail.com,Cluster 4,Cluster 1
20504,Christine82@gmail.com,Cluster 3,Cluster 1
19758,Chelsea36@gmail.com,Cluster 3,Cluster 1
38275,Katherine24@gmail.com,Cluster 3,Cluster 1
61754,Wesley81@gmail.com,Cluster 3,Cluster 1
30248,Gregory70@gmail.com,Cluster 3,Cluster 1
20162,Chris80@gmail.com,Cluster 3,Cluster 1
39247,Kelly51@gmail.com,Cluster 3,Cluster 1
16935,Brianna87@gmail.com,Cluster 3,Cluster 1
34743,Jesus12@gmail.com,Cluster 4,Cluster 1
57112,Susan31@gmail.com,Cluster 3,Cluster 1
14670,Barry91@gmail.com,Cluster 3,Cluster 1
15857,Bradley30@gmail.com,Cluster 3,Cluster 1
59693,Traci52@gmail.com,Cluster 3,Cluster 1
44456,Mariah50@gmail.com,Cluster 3,Cluster 1
44953,Mark88@gmail.com,Cluster 3,Cluster 1
47151,Mikayla99@gmail.com,Cluster 4,Cluster 1
20393,Christina72@gmail.com,Cluster 3,Cluster 1
38019,Kari69@gmail.com,Cluster 3,Cluster 1
31349,Holly77@gmail.com,Cluster 3,Cluster 1
14063,Ashlee67@gmail.com,Cluster 3,Cluster 1
39931,Kim88@gmail.com,Cluster 4,Cluster 1
17710,Caleb14@gmail.com,Cluster 4,Cluster 1
62096,Xavier3@gmail.com,Cluster 4,Cluster 1
24561,Dennis7@gmail.com,Cluster 4,Cluster 1
39899,Kim59@gmail.com,Cluster 4,Cluster 1
30607,Hannah98@gmail.com,Cluster 3,Cluster 1
52081,Rita12@gmail.com,Cluster 4,Cluster 1
25986,Drew47@gmail.com,Cluster 3,Cluster 1
34240,Jeremy25@gmail.com,Cluster 4,Cluster 1
11767,Allen33@gmail.com,Cluster 4,Cluster 1
